1  62519  24883
2  31620  12475
3  21250   8663
4  16277   7054
5  13692   5778
6  11762   5024
7  10378   4438
8   9248   4070
9  12020   3867
10 13327   3646
11 10990   3446
12 10142   3394
13 10072   3308
14  9997   3240
15 10056   3198
16  9877   3428
