# Canny on Tesla
# Threads, runtime(ms) 512x512, runtime(ms) 768x768, runtime(ms) 1024x1024
1 2914 5804 9864
2 1887 3618 5976
3 1535 2705 4529
4 1337 2372 4002
5 1261 2256 3823
6 1226 2112 3659
7 1148 1961 3496
8 1301 2024 3381
