# DotProduct: on MacBook Pro
# 2.8GHz Intel Core i7, 8GB RAM
# Input size (points), Stream fusion(ms), Flow fusion, Flow fusion fallback

1000000     6               4           10
5000000     32              24          53
10000000    65              47          104
50000000    317             245         538
100000000   655             489         1096
