# MapMap: on MacBook Pro
# 2.8GHz Intel Core i7, 8GB RAM
# Input size (points), Stream fusion(ms), Flow fusion, Flow fusion fallback

500000      4               3           4
1000000     9               7           9
5000000     43              32          43
10000000    85              65          87
50000000    418             314         414
100000000   842             636         842
