1 9716
2 4996
3 3419
4 2676
5 2217
6 1956
7 1819
8 1684
9 1681
10 1652
11 1469
12 1463
13 1294
14 1236
15 1168
16 1152
17 1195
18 1182
19 1140
20 1143
21 1164
22 1242
