1	98.7778	98.613	99.259
2	49.9566	49.825	50.216
4	26.1184	26.026	26.264
6	18.4493	18.379	18.528
8	15.0627	14.989	15.547
12	11.436	11.412	11.466
16	9.2668	9.243	9.303
20	8.3802	8.361	8.4
24	7.7082	7.668	7.743
28	8.072	8.056	8.101
32	7.904	7.854	7.943
