1	98.7778	98.613	99.259
2	49.9566	49.825	50.216
3	34.0442	33.942	34.16
4	26.1184	26.026	26.264
5	21.5477	21.426	21.691
6	18.4493	18.379	18.528
7	16.8539	16.676	17.749
8	15.0627	14.989	15.547
12	11.436	11.412	11.466
16	9.2668	9.243	9.303
20	8.3802	8.361	8.4
24	7.7082	7.668	7.743
28	8.072	8.056	8.101
32	7.904	7.854	7.943
36	8.1477	8.1	8.245
40	8.5476	8.471	8.649
44	8.5883	8.562	8.652
48	8.16	8.074	8.292
52	8.8846	8.733	8.972
56	9.0702	8.975	9.147
60	9.3452	9.229	9.433
64	10.9899	10.431	11.586
